,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,occupancy_rate
168,724700,Rental unit in Madrid · ★4.41 · 1 bedroom · 2 beds · 1 bath,3746437,Nuria,Centro,Embajadores,40.4107,-3.70253,Entire home/apt,130,1,46,2023-02-27,0.46,2,155,7,0.5753424657534246
169,449218,Rental unit in Madrid · ★4.85 · 1 bedroom · 1 bed · 1 bath,2230279,Marina,Centro,Justicia,40.42849,-3.70183,Entire home/apt,54,4,378,2023-06-05,2.81,1,237,60,0.3506849315068493
170,727588,Rental unit in Madrid · ★4.26 · 2 bedrooms · 2 beds · 1 bath,498646,Irma,Puente de Vallecas,San Diego,40.39368,-3.66975,Entire home/apt,54,30,27,2022-08-10,0.28,3,320,1,0.1232876712328767
171,751530,Rental unit in Madrid · ★4.87 · 1 bedroom · 2 beds · 1 bath,3898452,Consuelo,Centro,Sol,40.41429,-3.70649,Entire home/apt,69,3,513,2023-06-04,3.98,2,205,46,0.4383561643835616
172,752424,Rental unit in Madrid · ★4.51 · 2 bedrooms · 3 beds · 1 bath,216570,Miguel,Centro,Embajadores,40.40687,-3.70917,Entire home/apt,220,2,116,2022-07-10,0.9,1,89,1,0.7561643835616438
173,728978,Loft in Madrid · ★4.75 · 1 bedroom · 2 beds · 1 bath,1566057,Angel L.,Centro,Embajadores,40.41212,-3.69983,Entire home/apt,100,15,190,2022-07-13,1.47,1,224,3,0.3863013698630137
175,730347,Serviced apartment in Madrid · ★4.79 · 2 bedrooms · 5 beds · 2 baths,3797913,Rocio,Centro,Sol,40.41534,-3.70757,Entire home/apt,146,3,213,2023-06-08,1.72,5,327,36,0.10410958904109589
177,730502,Rental unit in Madrid · ★4.81 · 2 bedrooms · 5 beds · 2 baths,3797913,Rocio,Centro,Palacio,40.41826,-3.71244,Entire home/apt,114,3,58,2023-05-29,0.56,5,290,22,0.2054794520547945
178,754678,Rental unit in Madrid · ★4.82 · 3 bedrooms · 5 beds · 2 baths,3961468,Domingo,Centro,Cortes,40.41382,-3.69514,Entire home/apt,169,3,334,2023-05-22,2.64,1,213,45,0.41643835616438357
179,733365,Home in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,3821608,Charo,Chamberí,Arapiles,40.43653,-3.70421,Private room,38,2,84,2023-06-04,0.76,1,110,17,0.6986301369863014
180,755587,Rental unit in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,3898452,Consuelo,Centro,Palacio,40.41497,-3.70853,Entire home/apt,69,3,465,2023-06-07,3.64,2,183,45,0.4986301369863014
181,734053,Home in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,3825783,Elisa,Retiro,Ibiza,40.41731,-3.6731,Private room,50,30,9,2023-05-31,0.11,1,265,4,0.273972602739726
182,758670,Rental unit in Madrid · ★4.74 · 1 bedroom · 1 bed · 2 shared baths,2536524,Marina Y Danna,San Blas - Canillejas,Arcos,40.4267,-3.61631,Private room,45,5,24,2023-04-01,0.24,6,224,3,0.3863013698630137
183,745664,Rental unit in Madrid · ★4.79 · 1 bedroom · 2 beds · 1 shared bath,3591751,Fernando,Arganzuela,Acacias,40.40449,-3.70463,Private room,35,3,448,2023-06-03,4.09,2,223,42,0.38904109589041097
184,760482,Rental unit in Madrid · ★4.77 · 3 bedrooms · 5 beds · 2 baths,4008643,Antonio : Smart Apartments Madrid,Tetuán,Castillejos,40.45989,-3.69472,Entire home/apt,167,2,100,2022-08-07,0.78,4,0,3,1.0
185,747873,Rental unit in Madrid · ★4.90 · 1 bedroom · 1 bed · 1 bath,1625657,Matias,Centro,Universidad,40.42329,-3.70833,Entire home/apt,113,2,336,2023-05-26,2.6,3,76,46,0.7917808219178082
186,761098,Serviced apartment in Madrid · ★4.44 · 1 bedroom · 1 bed · 1 bath,4012305,Compostela,San Blas - Canillejas,Rejas,40.44655,-3.58128,Entire home/apt,95,1,106,2023-05-25,1.19,1,343,41,0.06027397260273973
187,748854,Rental unit in Madrid · ★4.62 · 1 bedroom · 1 bed · 1.5 shared baths,1888816,Margarita,Arganzuela,Acacias,40.40333,-3.7025,Private room,31,5,184,2023-06-03,1.46,4,99,20,0.7287671232876712
188,749957,Rental unit in Madrid · ★4.96 · Studio · 1 bed · 1 bath,124972,Luisa,Moncloa - Aravaca,Argüelles,40.42796,-3.72054,Entire home/apt,44,15,29,2023-05-15,0.23,7,240,9,0.3424657534246575
189,761159,Rental unit in Madrid · ★4.92 · 1 bedroom · 2 beds · 1 bath,4012290,Alberto,Centro,Sol,40.41399,-3.70776,Entire home/apt,79,3,508,2023-06-07,3.94,2,204,50,0.4410958904109589
191,763214,Rental unit in Madrid · ★4.77 · 1 bedroom · 2 beds · 1 bath,4032439,Maria,Centro,Palacio,40.40789,-3.71404,Entire home/apt,71,3,155,2023-06-07,1.35,1,305,43,0.1643835616438356
192,751527,Rental unit in Madrid · ★4.99 · 4 bedrooms · 6 beds · 2.5 baths,3951702,Juan Antonio,Centro,Universidad,40.42482,-3.71084,Entire home/apt,220,5,70,2023-04-26,0.57,1,271,10,0.25753424657534246
193,766160,Rental unit in Madrid · ★4.43 · 1 bedroom · 1 bed · 1 bath,4036376,Ana,Centro,Embajadores,40.41189,-3.70107,Entire home/apt,82,1,407,2023-06-01,3.46,1,245,32,0.3287671232876712
195,768311,Loft in Madrid · ★4.82 · 1 bedroom · 1 bed · 1 bath,4053105,Begoña,Centro,Palacio,40.41166,-3.71007,Entire home/apt,106,2,242,2023-05-30,1.91,1,282,43,0.2273972602739726
196,1039454,Rental unit in Madrid · ★4.50 · 1 bedroom · 2 beds · 1 bath,4967875,Jacqueline  - Apartamentos,Retiro,Ibiza,40.41667,-3.6756,Entire home/apt,109,2,13,2022-10-17,0.11,3,155,3,0.5753424657534246
197,772646,Rental unit in Madrid · ★4.73 · Studio · 1 bed · 1 bath,3606346,José,Centro,Sol,40.41403,-3.70453,Entire home/apt,135,1,230,2023-05-03,1.85,7,52,33,0.8575342465753425
198,777913,Rental unit in Madrid · ★4.63 · 2 bedrooms · 2 beds · 1 bath,124972,Luisa,Moncloa - Aravaca,Argüelles,40.42943,-3.71594,Entire home/apt,74,10,8,2023-05-27,0.06,7,15,5,0.958904109589041
201,1050948,Rental unit in Madrid · ★4.78 · 1 bedroom · 1 bed · 1 private bath,5785483,Rob & Lola Relaix,Salamanca,Recoletos,40.4287,-3.6862,Private room,65,3,175,2023-05-14,1.43,2,83,33,0.7726027397260274
202,780743,Rental unit in Madrid · ★4.11 · 1 bedroom · 1 bed · 1 shared bath,2057313,Abdul,Centro,Universidad,40.42398,-3.70451,Private room,32,2,19,2023-05-01,1.15,1,364,10,0.0027397260273972603
203,1053180,Rental unit in Madrid · ★4.88 · 2 bedrooms · 4 beds · 1 bath,5798033,Federico,Centro,Embajadores,40.41045,-3.7057,Entire home/apt,113,2,284,2023-05-25,2.34,1,269,55,0.26301369863013696
204,783647,Rental unit in Madrid · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,4132185,Pilar,Ciudad Lineal,Costillares,40.47731,-3.66659,Private room,24,1,29,2022-11-18,0.33,2,338,6,0.07397260273972603
205,793618,Rental unit in Madrid · ★4.77 · 3 bedrooms · 5 beds · 3.5 baths,23603298,HeimaHomes,Centro,Palacio,40.41027,-3.7122,Entire home/apt,332,1,413,2023-06-09,3.3,19,183,49,0.4986301369863014
208,1055724,Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · 2 baths,5814460,Antonia,Chamberí,Arapiles,40.43542,-3.70755,Private room,42,2,35,2022-11-29,0.54,1,62,11,0.8301369863013699
209,797030,Rental unit in Madrid · ★4.80 · 2 bedrooms · 2 beds · 2 baths,4198169,Willem,San Blas - Canillejas,Simancas,40.43602,-3.63506,Entire home/apt,56,4,284,2023-05-27,2.22,1,76,28,0.7917808219178082
211,1057560,Rental unit in Madrid · ★4.62 · 3 bedrooms · 5 beds · 2 baths,5824815,Soledad,Centro,Palacio,40.42001,-3.70824,Entire home/apt,109,3,245,2023-06-07,2.0,1,175,48,0.5205479452054794
213,814586,Rental unit in MADRID · ★4.57 · 2 bedrooms · 2 beds · 1 bath,4277536,Andrea Y Daniel,Centro,Justicia,40.42242,-3.69674,Entire home/apt,111,1,205,2023-04-24,1.63,2,312,21,0.14520547945205478
217,814870,Rental unit in Madrid · ★4.80 · 1 bedroom · 1 bed · 2 shared baths,4281126,Carmen,Retiro,Jerónimos,40.4077,-3.68473,Private room,25,1,121,2023-06-08,0.96,3,221,43,0.39452054794520547
218,1065918,Rental unit in Madrid · ★4.19 · 1 bedroom · 2 beds · 1 bath,5542111,Apartamentos Day Madrid,Centro,Universidad,40.421505,-3.704962,Entire home/apt,182,1,516,2023-06-05,4.23,44,214,37,0.4136986301369863
219,815818,Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 bath,4286142,Ricardo,Centro,Universidad,40.42103,-3.70171,Entire home/apt,159,4,291,2023-05-27,2.29,3,55,27,0.8493150684931506
220,1067941,Home in Madrid · ★4.47 · 2 bedrooms · 2 beds · 2 baths,5876034,Jose,Tetuán,Almenara,40.46544,-3.69534,Entire home/apt,100,1,57,2023-05-14,0.49,2,173,16,0.5260273972602739
221,817184,Rental unit in Madrid · ★4.44 · 2 bedrooms · 2 beds · 1 bath,4292037,Miguel,Centro,Cortes,40.4112,-3.69567,Entire home/apt,51,2,290,2023-06-08,2.31,5,293,35,0.19726027397260273
222,1069174,Rental unit in Madrid · ★4.59 · 1 bedroom · 1 bed · 1 bath,5896428,Helena,Centro,Cortes,40.41328,-3.69498,Entire home/apt,111,2,259,2023-06-04,2.11,1,228,46,0.37534246575342467
223,817848,Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 bath,4295642,Luisa,Centro,Justicia,40.42171,-3.69823,Entire home/apt,83,7,240,2023-05-22,1.89,1,77,16,0.7890410958904109
224,1079119,Rental unit in Madrid · ★4.74 · 1 bedroom · 2 beds · 1 bath,19639638,Conchi,Chamberí,Almagro,40.43747,-3.69949,Entire home/apt,116,3,27,2023-06-03,0.22,1,247,9,0.3232876712328767
225,821860,Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 private bath,4280501,Mariano,Centro,Embajadores,40.41013,-3.70453,Private room,68,3,465,2023-06-05,3.97,2,266,49,0.27123287671232876
226,1079722,Rental unit in Madrid · ★4.80 · 1 bedroom · 1 bed · 1 private bath,5785483,Rob & Lola Relaix,Salamanca,Recoletos,40.4287,-3.6862,Private room,67,3,188,2023-06-05,1.53,2,71,33,0.8054794520547945
227,833871,Rental unit in Madrid · ★4.56 · 1 bedroom · 2 beds · 1 bath,4292037,Miguel,Centro,Universidad,40.42556,-3.70175,Entire home/apt,59,2,227,2023-05-13,1.79,5,305,32,0.1643835616438356
228,834562,Rental unit in Madrid · ★4.91 · 4 bedrooms · 7 beds · 2.5 baths,4365768,Vicente,Barajas,Timón,40.46913,-3.58258,Entire home/apt,119,2,224,2023-05-22,1.82,1,42,21,0.8849315068493151
229,1082942,Rental unit in Madrid · ★4.92 · 1 bedroom · 2 beds · 1 bath,2228918,Martin,Centro,Embajadores,40.40912,-3.70074,Entire home/apt,74,4,63,2023-05-16,0.68,1,147,30,0.5972602739726027
230,1085898,Rental unit in Madrid · ★4.90 · 1 bedroom · 2 beds · 1 bath,2044655,Sylvia,Centro,Palacio,40.41301,-3.70848,Entire home/apt,136,3,29,2023-05-18,0.27,5,129,5,0.6465753424657534
231,834675,Rental unit in Madrid · ★4.76 · 1 bedroom · 2 beds · 1.5 baths,4190662,Victoria,Puente de Vallecas,Numancia,40.39826,-3.66722,Private room,31,2,162,2023-05-29,1.4,1,87,21,0.7616438356164383
232,1086060,Rental unit in Madrid · ★4.97 · 1 bedroom · 1 bed · 1 bath,5969817,Rosario,Centro,Palacio,40.41354,-3.7079,Entire home/apt,88,5,30,2023-05-31,0.31,1,19,16,0.947945205479452
233,835333,Loft in Madrid · ★4.51 · 1 bedroom · 1 bed · 1 bath,153391,Fernando,Centro,Sol,40.41901,-3.70631,Entire home/apt,85,1,308,2023-06-02,2.44,5,225,45,0.3835616438356164
234,1086124,Rental unit in Madrid · ★4.86 · 1 bedroom · 2 beds · 1 bath,2044655,Sylvia,Centro,Embajadores,40.41368,-3.70544,Entire home/apt,106,5,30,2023-05-25,0.26,5,64,6,0.8246575342465754
235,838698,Rental unit in Madrid · ★4.70 · 1 bedroom · 2 beds · 2 shared baths,4281126,Carmen,Retiro,Pacífico,40.40646,-3.68289,Private room,27,1,659,2023-06-08,5.31,3,224,100,0.3863013698630137
237,1087049,Rental unit in Madrid · ★4.86 · 3 bedrooms · 4 beds · 2 baths,2044655,Sylvia,Centro,Embajadores,40.41353,-3.70715,Entire home/apt,230,3,82,2023-04-10,0.68,5,115,2,0.684931506849315
240,1092967,Loft in Madrid · ★4.58 · 1 bedroom · 1 bed · 1 bath,993166,Joan,Centro,Embajadores,40.40842416579815,-3.705641127413188,Entire home/apt,76,14,91,2023-05-13,0.89,1,361,7,0.010958904109589041
241,842078,Rental unit in Madrid · ★4.63 · 1 bedroom · 2 beds · 1 bath,4396676,Vale,Centro,Sol,40.41726,-3.70269,Entire home/apt,74,90,35,2023-04-30,0.28,1,221,2,0.39452054794520547
242,844856,Rental unit in Madrid · ★4.62 · 1 bedroom · 1 bed · 1 bath,4410687,Luis Manuel,Centro,Palacio,40.41498,-3.70891,Entire home/apt,127,3,93,2023-06-05,1.12,1,136,36,0.6273972602739726
243,1112289,Rental unit in Madrid · ★4.86 · 1 bedroom · 1 bed · Shared half-bath,6104199,José,Puente de Vallecas,Numancia,40.40259,-3.6642,Private room,25,5,85,2023-05-25,0.69,4,254,5,0.3041095890410959
244,846558,Rental unit in Madrid · ★4.70 · 1 bedroom · 1 bed · 1 shared bath,2489796,Ernesto,Centro,Sol,40.41858,-3.70077,Private room,62,7,580,2023-05-26,4.6,1,1,10,0.9972602739726028
246,847273,Rental unit in Madrid · ★4.88 · 4 bedrooms · 5 beds · 2 baths,4424222,Francisco,Moratalaz,Marroquina,40.40721,-3.64994,Entire home/apt,155,3,144,2023-05-23,1.16,5,58,37,0.8410958904109589
247,848480,Rental unit in Madrid · ★4.64 · 3 bedrooms · 3 beds · 2.5 baths,153391,Fernando,Centro,Sol,40.41888,-3.70645,Entire home/apt,289,1,61,2023-06-05,0.49,5,212,11,0.4191780821917808
248,1121429,Rental unit in Madrid · ★4.62 · Studio · 2 beds · 1 bath,6152491,Silmara,Centro,Palacio,40.4175,-3.7093,Entire home/apt,87,4,294,2023-05-23,2.4,1,26,26,0.9287671232876712
251,862462,Rental unit in Madrid · ★4.75 · 1 bedroom · 2 beds · 1 bath,2456671,José & María,Centro,Palacio,40.40964,-3.71139,Entire home/apt,68,1,344,2023-06-07,2.78,3,291,56,0.20273972602739726
252,1130775,Rental unit in Madrid · Studio · 1 bed · 1 bath,1450378,Alfredo,Chamberí,Trafalgar,40.43401,-3.70052,Entire home/apt,20,120,1,2022-07-20,0.09,2,55,1,0.8493150684931506
253,1130788,Rental unit in Madrid · ★5.0 · 1 bedroom · 1 bed · 1 bath,1450378,Alfredo,Chamberí,Trafalgar,40.43454,-3.70036,Entire home/apt,33,160,8,2023-02-18,0.1,2,97,1,0.7342465753424657
255,864488,Rental unit in Madrid · ★4.69 · 1 bedroom · 2 beds · 1 bath,3631892,Juan Carlos,Centro,Embajadores,40.40956,-3.7009,Entire home/apt,58,2,433,2023-06-03,3.4,1,189,72,0.4821917808219178
257,867629,Rental unit in Madrid · ★4.67 · 1 bedroom · 1 bed · 2 shared baths,2419618,Luis,Centro,Palacio,40.42106,-3.71121,Private room,120,1,46,2022-11-01,0.51,10,313,9,0.14246575342465753
259,1146228,Rental unit in Madrid · ★4.55 · 1 bedroom · 2 beds · 1 bath,6284655,Beatriz,Centro,Embajadores,40.4085,-3.69743,Entire home/apt,70,3,44,2023-06-05,0.38,1,189,25,0.4821917808219178
260,871387,Loft in Madrid · ★4.72 · 1 bedroom · 2 beds · 1 bath,4504807,Nicasio,Centro,Universidad,40.424084,-3.708346,Entire home/apt,90,3,253,2023-05-31,2.13,1,64,41,0.8246575342465754
262,874029,Rental unit in Madrid · ★4.98 · 1 bedroom · 2 beds · 1 private bath,4603165,Prado,San Blas - Canillejas,Salvador,40.4449,-3.63508,Private room,50,2,86,2023-02-16,0.77,1,265,5,0.273972602739726
263,1162707,Rental unit in Madrid · ★4.58 · 1 bedroom · 1 bed · 2 shared baths,1706029,David,Chamberí,Gaztambide,40.43715,-3.71356,Private room,113,1,138,2023-04-23,1.13,2,365,8,0.0
264,874273,Rental unit in Madrid · ★4.74 · 2 bedrooms · 2 beds · 1 bath,4575984,Francisco,Centro,Sol,40.41596,-3.70431,Entire home/apt,168,2,130,2023-05-20,1.05,1,337,15,0.07671232876712329
265,874641,Rental unit in Madrid · ★4.41 · 1 bedroom · 2 beds · 1 bath,4617027,Rosa,Centro,Embajadores,40.41271,-3.7005,Entire home/apt,58,28,22,2023-04-23,0.19,1,223,4,0.38904109589041097
266,1168731,Rental unit in Madrid · ★4.94 · 1 bedroom · 1 bed · 1 bath,1703448,Elena,Villaverde,San Andrés,40.34993,-3.70594,Entire home/apt,82,5,32,2023-04-19,0.3,2,300,9,0.1780821917808219
270,888289,Rental unit in Madrid · ★4.87 · 1 bedroom · 1 bed · 1 bath,4710774,María,Centro,Universidad,40.42656,-3.7036,Entire home/apt,253,3,408,2023-05-30,3.29,10,72,37,0.8027397260273973
271,891924,Rental unit in Madrid · ★4.74 · 1 bedroom · 1 bed · 1 bath,4738576,Alicia,Centro,Universidad,40.42552,-3.70603,Entire home/apt,80,4,104,2023-05-21,0.85,1,104,20,0.7150684931506849
274,1184735,Rental unit in Madrid · ★4.93 · 2 bedrooms · 3 beds · 1 bath,4112877,Susa,Centro,Sol,40.4183,-3.70731,Entire home/apt,232,3,121,2023-04-30,1.03,7,57,15,0.8438356164383561
276,893195,Serviced apartment in Madrid · ★4.89 · 1 bedroom · 2 beds · 1 bath,4735460,Carmen,Salamanca,Recoletos,40.42187,-3.68775,Entire home/apt,90,30,18,2023-04-22,0.27,10,318,8,0.12876712328767123
277,1209383,Rental unit in Madrid · ★4.88 · 1 bedroom · 2 beds · 1.5 shared baths,4790263,Tania,Arganzuela,Palos de Moguer,40.40339,-3.69393,Private room,49,5,25,2023-03-26,0.3,2,336,7,0.07945205479452055
278,1209661,Rental unit in Madrid · ★4.70 · 2 bedrooms · 3 beds · 2 baths,3331390,Balta,Arganzuela,Delicias,40.39236,-3.69462,Entire home/apt,127,4,404,2023-05-28,3.4,1,112,29,0.6931506849315069
279,896209,Condo in Madrid · ★4.68 · 1 bedroom · 4 beds · 1 bath,4777959,Verónica,Chamartín,Castilla,40.47058,-3.68539,Entire home/apt,70,2,81,2023-05-12,0.65,4,245,11,0.3287671232876712
280,1220946,Rental unit in Madrid · ★4.47 · 2 bedrooms · 2 beds · 1 bath,6566447,Marga Casanova,Centro,Sol,40.41682,-3.70233,Entire home/apt,126,2,264,2023-05-24,2.17,3,292,41,0.2
282,1227155,Rental unit in Madrid · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,6693661,Paola,Centro,Sol,40.41568,-3.70486,Private room,46,7,86,2023-05-31,0.76,1,347,2,0.049315068493150684
283,904741,Rental unit in Madrid · ★4.61 · 2 bedrooms · 3 beds · 1 bath,4839888,Alicia,Centro,Sol,40.41845,-3.70544,Entire home/apt,153,2,425,2023-05-23,3.42,20,224,53,0.3863013698630137
284,904769,Rental unit in Madrid · ★4.63 · 1 bedroom · 1 bed · 1 bath,4839888,Alicia,Centro,Sol,40.41866,-3.70547,Entire home/apt,99,2,449,2023-05-14,3.66,20,249,53,0.3178082191780822
285,1230570,Rental unit in Madrid · ★4.63 · 1 bedroom · 3 beds · 1 bath,6598518,Jose,Centro,Justicia,40.42117,-3.69746,Entire home/apt,94,5,35,2023-01-01,0.3,2,177,3,0.5150684931506849
286,904775,Rental unit in Madrid · ★4.60 · 2 bedrooms · 3 beds · 2 baths,4839888,Alicia,Centro,Palacio,40.42062,-3.70766,Entire home/apt,171,2,395,2023-05-24,3.22,20,237,53,0.3506849315068493
287,907386,Rental unit in Madrid · ★4.98 · 1 bedroom · 2 beds · 1.5 baths,4860266,Teresa,Centro,Cortes,40.41513,-3.69935,Entire home/apt,115,4,208,2023-06-09,1.67,1,16,42,0.9561643835616438
288,1248292,Rental unit in Madrid · ★4.63 · 1 bedroom · 1 bed · 1 bath,6566447,Marga Casanova,Centro,Sol,40.41884,-3.702,Entire home/apt,116,2,257,2023-06-08,2.14,3,315,30,0.136986301369863
294,914057,Rental unit in Madrid · ★4.89 · 1 bedroom · 2 beds · 1 private bath,4905854,Josefa,Puente de Vallecas,Palomeras Sureste,40.38901,-3.64185,Private room,25,1,93,2023-05-26,0.95,1,313,45,0.14246575342465753
295,923140,Rental unit in Madrid · ★4.94 · 2 bedrooms · 2 beds · 1 bath,1574604,Jorge & Angelina,Centro,Universidad,40.42194,-3.70194,Entire home/apt,250,5,167,2023-05-26,1.4,1,56,18,0.8465753424657534
297,1256157,Rental unit in Madrid · ★4.71 · 1 bedroom · 1 bed · 1 bath,2067969,Marta,Centro,Palacio,40.41239,-3.71197,Entire home/apt,143,4,71,2023-05-11,0.58,1,179,12,0.5095890410958904
299,1256570,Rental unit in Madrid · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,6844474,Maria Clara,Centro,Embajadores,40.40648,-3.70429,Private room,36,3,37,2022-09-15,0.31,2,248,4,0.32054794520547947
300,925250,Rental unit in Madrid · ★4.68 · 1 bedroom · 1 bed · 1 private bath,4975799,Kristian,Centro,Sol,40.41538,-3.70351,Private room,46,1,557,2023-06-07,4.51,15,125,74,0.6575342465753424
301,1263062,Condo in Madrid · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,4304796,Aaron,Arganzuela,Delicias,40.39963,-3.69485,Private room,38,2,356,2023-05-25,3.31,3,230,26,0.3698630136986301
302,1263329,Condo in Madrid · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,4304796,Aaron,Arganzuela,Delicias,40.39848,-3.69692,Private room,38,2,349,2023-05-26,2.87,3,198,16,0.4575342465753425
303,925339,Loft in Madrid · ★4.65 · 2 bedrooms · 3 beds · 1 bath,4977367,Maria Jose,Centro,Universidad,40.4236378,-3.7018958,Entire home/apt,89,3,189,2023-06-01,1.52,5,54,32,0.852054794520548
304,1266548,Rental unit in Madrid · ★4.67 · 2 bedrooms · 1 bed · 1 bath,4839888,Alicia,Centro,Palacio,40.42239,-3.70986,Entire home/apt,82,2,365,2023-05-24,3.02,20,236,57,0.35342465753424657
305,926653,Loft in Madrid · ★4.76 · 1 bedroom · 2 beds · 1 bath,2864064,Oscar Vanessa Mica Y Julia,Centro,Cortes,40.41245,-3.69688,Entire home/apt,122,1,510,2023-06-01,4.07,20,330,43,0.0958904109589041
306,1267730,Rental unit in Madrid · ★4.49 · 2 bedrooms · 2 beds · 1 bath,6566447,Marga Casanova,Centro,Sol,40.41688,-3.70384,Entire home/apt,127,2,242,2023-05-01,2.0,3,232,35,0.3643835616438356
307,1272747,Rental unit in Madrid · ★4.69 · 1 bedroom · 1 bed · 1 bath,4839888,Alicia,Centro,Palacio,40.42055,-3.71043,Entire home/apt,81,2,305,2023-05-26,2.56,20,266,61,0.27123287671232876
308,933326,Rental unit in Madrid · ★4.68 · 2 bedrooms · 3 beds · 1 bath,153695733,M. Guadalupe,Arganzuela,Palos de Moguer,40.40546,-3.69213,Entire home/apt,100,1,106,2023-01-05,0.86,1,0,11,1.0
309,1272897,Rental unit in Madrid · ★5.0 · 2 bedrooms · 1 bed · 2 baths,124972,Luisa,Moncloa - Aravaca,Argüelles,40.42806,-3.71993,Entire home/apt,74,6,7,2023-05-27,0.06,7,89,5,0.7561643835616438
